book_slug,book_title,speech_index,speech_title,speaker,section,source_file,output_file
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,138,Let us make a vow to the dead,Ronald Reagan,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/138_let-us-make-a-vow-to-the-dead.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,139,You can't play politics with people's jobs,"Neil Kinnock Bournemouth, 1 October 1985",,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/139_you-can-t-play-politics-with-people-s-jobs.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,140,The future doesn't belong to the fainthearted,"Ronald Reagan Oval Office of the White House, 28 January 1986",,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/140_the-future-doesn-t-belong-to-the-fainthearted.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,141,Why am I the first Kinnock in a thousand generations to be able to get to university?,Neil Kinnock,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/141_why-am-i-the-first-kinnock-in-a-thousand-generations-to-be-able-to-get-to-university.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,142,Now is the time,Edward Kennedy,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/142_now-is-the-time.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,143,Keep hope alive,Jesse Jackson,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/143_keep-hope-alive.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,144,The frontiers of the State,Margaret Thatcher,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/144_the-frontiers-of-the-state.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,145,A contaminated moral environment,Václav Havel,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/145_a-contaminated-moral-environment.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,146,Our march to freedom is irreversible,Nelson Mandela,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/146_our-march-to-freedom-is-irreversible.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,147,A conflict of loyalty,Sir Geoffrey Howe,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/147_a-conflict-of-loyalty.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,148,Freedom from fear,"Aung San Suu Kyi Burma, 1990",,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/148_freedom-from-fear.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,149,I cannot hand away powers lent to me,Tony Benn,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/149_i-cannot-hand-away-powers-lent-to-me.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,150,What is my single life worth?,Salman Rushdie,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/150_what-is-my-single-life-worth.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,151,Annus horribilis,Queen Elizabeth II,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/151_annus-horribilis.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,152,If Martin Luther King were to reappear,Bill Clinton,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/152_if-martin-luther-king-were-to-reappear.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,153,Let freedom reign,Nelson Mandela,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/153_let-freedom-reign.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,154,Listen to the silent screams,Elie Wiesel,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/154_listen-to-the-silent-screams.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,155,The most hunted person of the modern age,Earl Spencer,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/155_the-most-hunted-person-of-the-modern-age.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,156,A beacon to the world,Tony Blair,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/156_a-beacon-to-the-world.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,157,The causes of defeat,Michael Portillo,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/157_the-causes-of-defeat.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,158,May they rest in peace,Boris Yeltsin,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/158_may-they-rest-in-peace.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,159,This has hurt too many innocent people,Bill Clinton,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/159_this-has-hurt-too-many-innocent-people.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,160,I have sinned,Bill Clinton,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/160_i-have-sinned.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,161,I am profoundly sorry,Bill Clinton,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/161_i-am-profoundly-sorry.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,162,The kaleidoscope has been shaken,Tony Blair,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/162_the-kaleidoscope-has-been-shaken.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,163,An axis of evil,George W. Bush,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/163_an-axis-of-evil.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,164,At our best when at our boldest,Tony Blair,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/164_at-our-best-when-at-our-boldest.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,165,With a heavy heart I resign from the government,Robin Cook,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/165_with-a-heavy-heart-i-resign-from-the-government.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,166,"The possibility ... of terrorist groups in possession of WMD ... is now, in my judgement, a real and present danger","Tony Blair London, 18 March 2003",,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/166_the-possibility-of-terrorist-groups-in-possession-of-wmd-is-now-in-my-judgement-a-real-and-present-danger.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,167,There are some who are alive at this moment who will not be alive shortly,Colonel Tim Collins,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/167_there-are-some-who-are-alive-at-this-moment-who-will-not-be-alive-shortly.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,168,Turn to the Palestinian people,David Grossman,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/168_turn-to-the-palestinian-people.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,169,A more perfect union,Barack Obama,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/169_a-more-perfect-union.md
the-penguin-book-of-modern-speeches,The Penguin Book of Modern Speeches,170,Yes we can,Barack Obama,,"data/The Penguin Book of Modern Speeches -- MacArthur, Brian; MacArthur, Brian -- Third revised edition, London, 2012 -- Penguin Books, Limited -- 9780141909165 -- 8ed199d54888113549a334d4090d283a -- Anna’s Archive.md",the-penguin-book-of-modern-speeches/speeches/170_yes-we-can.md
